Time[s], HydroForceZ[N], HydroMomentY[Nm], OmegaY[rad/s], Pitch[deg]
0.36404, -170.2119, 38.9418, -0.03265, -2.2713
0.36406, -170.1991, 38.9421, -0.03264, -2.2714
0.36408, -170.2173, 38.9484, -0.03263, -2.2714
0.36409, -170.2372, 38.9549, -0.03262, -2.2714
0.36411, -170.2306, 38.9556, -0.03260, -2.2714
0.36412, -170.2302, 38.9581, -0.03259, -2.2715
0.36414, -170.2100, 38.9546, -0.03257, -2.2715
0.36416, -170.2042, 38.9540, -0.03256, -2.2715
0.36417, -170.2319, 38.9647, -0.03255, -2.2716
0.36419, -170.2478, 38.9729, -0.03254, -2.2716
0.36421, -170.2632, 38.9789, -0.03252, -2.2716
0.36422, -170.2757, 38.9837, -0.03250, -2.2717
0.36424, -170.2794, 38.9881, -0.03248, -2.2717
0.36426, -170.2610, 38.9847, -0.03246, -2.2717
0.36427, -170.2749, 38.9899, -0.03245, -2.2718
0.36429, -170.2752, 38.9922, -0.03243, -2.2718
0.36430, -170.2489, 38.9863, -0.03241, -2.2718
0.36432, -170.2635, 38.9930, -0.03240, -2.2718
0.36434, -170.2488, 38.9902, -0.03239, -2.2719
0.36435, -170.2502, 38.9929, -0.03237, -2.2719
0.36437, -170.2136, 38.9847, -0.03236, -2.2719
0.36439, -170.1813, 38.9768, -0.03235, -2.2720
0.36440, -170.2006, 38.9842, -0.03234, -2.2720
0.36442, -170.2017, 38.9860, -0.03234, -2.2720
0.36444, -170.1825, 38.9820, -0.03233, -2.2721
0.36445, -170.1976, 38.9895, -0.03232, -2.2721
0.36447, -170.2028, 38.9937, -0.03231, -2.2721
0.36449, -170.2088, 38.9964, -0.03230, -2.2721
0.36450, -170.2118, 38.9990, -0.03229, -2.2722
0.36452, -170.2023, 38.9985, -0.03228, -2.2722
0.36453, -170.1997, 38.9994, -0.03226, -2.2722
0.36455, -170.2018, 39.0031, -0.03225, -2.2723
0.36457, -170.2044, 39.0060, -0.03224, -2.2723
0.36458, -170.1702, 38.9973, -0.03222, -2.2723
0.36460, -170.1909, 39.0052, -0.03221, -2.2724
0.36462, -170.2056, 39.0120, -0.03220, -2.2724
0.36463, -170.2195, 39.0181, -0.03219, -2.2724
0.36465, -170.2239, 39.0218, -0.03218, -2.2724
0.36467, -170.2172, 39.0232, -0.03216, -2.2725
0.36468, -170.1819, 39.0156, -0.03214, -2.2725
0.36470, -170.1721, 39.0137, -0.03213, -2.2725
0.36471, -170.1456, 39.0081, -0.03211, -2.2726
0.36473, -170.1464, 39.0109, -0.03210, -2.2726
0.36475, -170.1436, 39.0125, -0.03210, -2.2726
0.36476, -170.1453, 39.0149, -0.03209, -2.2727
0.36478, -170.1594, 39.0205, -0.03208, -2.2727
0.36480, -170.1418, 39.0177, -0.03207, -2.2727
0.36481, -170.1413, 39.0188, -0.03206, -2.2728
0.36483, -170.1197, 39.0146, -0.03205, -2.2728
0.36484, -170.1297, 39.0185, -0.03204, -2.2728
0.36486, -170.1355, 39.0228, -0.03203, -2.2728
0.36488, -170.1196, 39.0207, -0.03202, -2.2729
0.36489, -170.1267, 39.0252, -0.03201, -2.2729
0.36491, -170.1177, 39.0243, -0.03200, -2.2729
0.36493, -170.1119, 39.0248, -0.03199, -2.2730
0.36494, -170.1076, 39.0258, -0.03198, -2.2730
0.36496, -170.0983, 39.0253, -0.03197, -2.2730
0.36498, -170.0989, 39.0274, -0.03195, -2.2731
0.36499, -170.1058, 39.0312, -0.03194, -2.2731
0.36501, -170.1262, 39.0399, -0.03193, -2.2731
0.36502, -170.1215, 39.0428, -0.03192, -2.2731
0.36504, -170.1043, 39.0387, -0.03191, -2.2732
0.36506, -170.0830, 39.0344, -0.03189, -2.2732
0.36507, -170.0742, 39.0329, -0.03188, -2.2732
0.36509, -170.0636, 39.0307, -0.03187, -2.2733
0.36511, -170.0791, 39.0376, -0.03186, -2.2733
0.36512, -170.0848, 39.0414, -0.03185, -2.2733
0.36514, -170.0900, 39.0445, -0.03184, -2.2734
0.36516, -170.0758, 39.0427, -0.03183, -2.2734
0.36517, -170.0854, 39.0469, -0.03182, -2.2734
0.36519, -170.0813, 39.0482, -0.03181, -2.2734
0.36521, -170.0946, 39.0549, -0.03180, -2.2735
0.36522, -170.0874, 39.0547, -0.03179, -2.2735
0.36524, -170.0626, 39.0492, -0.03178, -2.2735
0.36525, -170.0480, 39.0468, -0.03176, -2.2736
0.36527, -170.0436, 39.0478, -0.03175, -2.2736
0.36529, -170.0429, 39.0515, -0.03175, -2.2736
0.36530, -170.0359, 39.0510, -0.03174, -2.2737
0.36532, -170.0220, 39.0480, -0.03173, -2.2737
0.36534, -170.0234, 39.0504, -0.03172, -2.2737
0.36535, -169.9955, 39.0450, -0.03171, -2.2737
0.36537, -169.9576, 39.0367, -0.03170, -2.2738
0.36539, -169.9546, 39.0375, -0.03169, -2.2738
0.36540, -169.9712, 39.0450, -0.03169, -2.2738
0.36542, -170.0084, 39.0583, -0.03168, -2.2739
0.36544, -170.0028, 39.0582, -0.03167, -2.2739
0.36545, -169.9854, 39.0539, -0.03166, -2.2739
0.36547, -169.9780, 39.0519, -0.03165, -2.2739
0.36549, -169.9901, 39.0576, -0.03164, -2.2740
0.36550, -169.9799, 39.0569, -0.03163, -2.2740
0.36552, -169.9658, 39.0553, -0.03162, -2.2740
0.36553, -169.9675, 39.0583, -0.03161, -2.2741
0.36555, -169.9685, 39.0616, -0.03160, -2.2741
0.36557, -169.9644, 39.0625, -0.03159, -2.2741
0.36558, -169.9696, 39.0660, -0.03158, -2.2742
0.36560, -169.9767, 39.0687, -0.03157, -2.2742
0.36562, -170.0049, 39.0791, -0.03156, -2.2742
0.36563, -170.0042, 39.0810, -0.03155, -2.2742
0.36565, -169.9817, 39.0778, -0.03153, -2.2743
0.36567, -170.0008, 39.0850, -0.03152, -2.2743
0.36568, -169.9886, 39.0836, -0.03150, -2.2743
0.36570, -169.9860, 39.0859, -0.03149, -2.2744
0.36572, -169.9848, 39.0879, -0.03148, -2.2744
0.36573, -169.9962, 39.0938, -0.03146, -2.2744
0.36575, -170.0066, 39.0991, -0.03145, -2.2745
0.36576, -169.9778, 39.0917, -0.03143, -2.2745
0.36578, -169.9636, 39.0889, -0.03142, -2.2745
0.36580, -169.9591, 39.0894, -0.03141, -2.2745
0.36581, -169.9644, 39.0935, -0.03140, -2.2746
0.36583, -169.9494, 39.0924, -0.03139, -2.2746
0.36585, -169.9045, 39.0810, -0.03138, -2.2746
0.36586, -169.8962, 39.0806, -0.03137, -2.2747
0.36588, -169.8868, 39.0801, -0.03137, -2.2747
0.36590, -169.8608, 39.0750, -0.03136, -2.2747
0.36591, -169.8286, 39.0674, -0.03136, -2.2747
0.36593, -169.8404, 39.0728, -0.03135, -2.2748
0.36595, -169.8189, 39.0683, -0.03135, -2.2748
0.36596, -169.8644, 39.0837, -0.03134, -2.2748
0.36598, -169.8584, 39.0834, -0.03134, -2.2749
0.36599, -169.8639, 39.0873, -0.03133, -2.2749
0.36601, -169.8281, 39.0782, -0.03132, -2.2749
0.36603, -169.8158, 39.0773, -0.03131, -2.2750
0.36604, -169.8278, 39.0833, -0.03130, -2.2750
0.36606, -169.8318, 39.0866, -0.03130, -2.2750
0.36608, -169.8143, 39.0840, -0.03129, -2.2750
0.36609, -169.8042, 39.0831, -0.03128, -2.2751
0.36611, -169.7807, 39.0783, -0.03127, -2.2751
0.36612, -169.7684, 39.0765, -0.03126, -2.2751
0.36614, -169.7338, 39.0680, -0.03125, -2.2752
0.36616, -169.7442, 39.0745, -0.03125, -2.2752
0.36617, -169.7403, 39.0764, -0.03124, -2.2752
0.36619, -169.7596, 39.0823, -0.03124, -2.2752
0.36621, -169.7479, 39.0808, -0.03123, -2.2753
0.36622, -169.7304, 39.0784, -0.03122, -2.2753
0.36624, -169.7344, 39.0824, -0.03121, -2.2753
0.36626, -169.7540, 39.0901, -0.03120, -2.2754
0.36627, -169.7432, 39.0895, -0.03119, -2.2754
0.36629, -169.7443, 39.0905, -0.03118, -2.2754
0.36631, -169.7328, 39.0890, -0.03117, -2.2755
0.36632, -169.7429, 39.0947, -0.03116, -2.2755
0.36634, -169.7106, 39.0863, -0.03115, -2.2755
0.36635, -169.7028, 39.0854, -0.03114, -2.2755
0.36637, -169.7200, 39.0933, -0.03114, -2.2756
0.36639, -169.6878, 39.0848, -0.03113, -2.2756
0.36640, -169.6473, 39.0747, -0.03112, -2.2756
0.36642, -169.6317, 39.0718, -0.03112, -2.2757
0.36644, -169.6566, 39.0831, -0.03112, -2.2757
0.36645, -169.6803, 39.0930, -0.03112, -2.2757
0.36647, -169.6820, 39.0955, -0.03111, -2.2757
0.36649, -169.6720, 39.0937, -0.03110, -2.2758
0.36650, -169.6676, 39.0946, -0.03108, -2.2758
0.36652, -169.7009, 39.1064, -0.03107, -2.2758
0.36654, -169.6815, 39.1028, -0.03106, -2.2759
0.36655, -169.6745, 39.1026, -0.03105, -2.2759
0.36657, -169.6517, 39.0983, -0.03103, -2.2759
0.36658, -169.6482, 39.0996, -0.03102, -2.2760
0.36660, -169.6357, 39.0976, -0.03101, -2.2760
0.36662, -169.6502, 39.1039, -0.03101, -2.2760
0.36663, -169.6612, 39.1109, -0.03100, -2.2760
0.36665, -169.6648, 39.1140, -0.03099, -2.2761
0.36667, -169.6537, 39.1126, -0.03098, -2.2761
0.36668, -169.6240, 39.1064, -0.03096, -2.2761
0.36670, -169.6150, 39.1058, -0.03095, -2.2762
0.36672, -169.5999, 39.1024, -0.03094, -2.2762
0.36673, -169.6034, 39.1050, -0.03093, -2.2762
0.36675, -169.5997, 39.1065, -0.03093, -2.2762
0.36677, -169.6064, 39.1116, -0.03092, -2.2763
0.36678, -169.5926, 39.1092, -0.03091, -2.2763
0.36680, -169.5942, 39.1137, -0.03090, -2.2763
0.36682, -169.5899, 39.1140, -0.03089, -2.2764
0.36683, -169.5783, 39.1138, -0.03088, -2.2764
0.36685, -169.6026, 39.1227, -0.03087, -2.2764
0.36686, -169.5896, 39.1201, -0.03086, -2.2764
0.36688, -169.5864, 39.1203, -0.03085, -2.2765
0.36690, -169.5601, 39.1132, -0.03084, -2.2765
0.36691, -169.5453, 39.1097, -0.03083, -2.2765
0.36693, -169.5599, 39.1175, -0.03082, -2.2766
0.36695, -169.5629, 39.1208, -0.03082, -2.2766
0.36696, -169.5566, 39.1214, -0.03081, -2.2766
0.36698, -169.5601, 39.1237, -0.03080, -2.2766
0.36700, -169.5660, 39.1283, -0.03080, -2.2767
0.36701, -169.5617, 39.1290, -0.03078, -2.2767
0.36703, -169.5716, 39.1343, -0.03077, -2.2767
0.36705, -169.5734, 39.1367, -0.03076, -2.2768
0.36706, -169.5622, 39.1353, -0.03075, -2.2768
0.36708, -169.5551, 39.1353, -0.03073, -2.2768
0.36709, -169.5422, 39.1338, -0.03072, -2.2769
0.36711, -169.5519, 39.1388, -0.03071, -2.2769
0.36713, -169.5561, 39.1413, -0.03070, -2.2769
0.36714, -169.5248, 39.1331, -0.03069, -2.2769
0.36716, -169.5109, 39.1312, -0.03068, -2.2770
0.36718, -169.5021, 39.1297, -0.03068, -2.2770
0.36719, -169.5010, 39.1323, -0.03067, -2.2770
0.36721, -169.4967, 39.1335, -0.03067, -2.2771
0.36723, -169.4733, 39.1284, -0.03066, -2.2771
0.36724, -169.4611, 39.1255, -0.03066, -2.2771
0.36726, -169.4578, 39.1264, -0.03065, -2.2771
0.36727, -169.4600, 39.1286, -0.03065, -2.2772
0.36729, -169.4881, 39.1393, -0.03064, -2.2772
0.36731, -169.4703, 39.1360, -0.03064, -2.2772
0.36732, -169.4311, 39.1275, -0.03063, -2.2773
0.36734, -169.3925, 39.1179, -0.03062, -2.2773
0.36736, -169.3840, 39.1173, -0.03061, -2.2773
0.36737, -169.4111, 39.1279, -0.03061, -2.2773
0.36739, -169.4146, 39.1300, -0.03061, -2.2774
0.36741, -169.3811, 39.1219, -0.03060, -2.2774
0.36742, -169.3675, 39.1206, -0.03059, -2.2774
0.36744, -169.3670, 39.1230, -0.03059, -2.2775
0.36745, -169.3751, 39.1272, -0.03058, -2.2775
0.36747, -169.3719, 39.1275, -0.03058, -2.2775
0.36749, -169.3668, 39.1295, -0.03057, -2.2775
0.36750, -169.3708, 39.1322, -0.03056, -2.2776
0.36752, -169.3690, 39.1338, -0.03055, -2.2776
0.36754, -169.3789, 39.1373, -0.03054, -2.2776
0.36755, -169.4095, 39.1487, -0.03053, -2.2777
0.36757, -169.4089, 39.1500, -0.03052, -2.2777
0.36759, -169.4105, 39.1526, -0.03051, -2.2777
0.36760, -169.3934, 39.1489, -0.03049, -2.2777
0.36762, -169.3934, 39.1524, -0.03048, -2.2778
0.36764, -169.3977, 39.1547, -0.03047, -2.2778
0.36765, -169.3876, 39.1549, -0.03046, -2.2778
0.36767, -169.3580, 39.1485, -0.03045, -2.2779
0.36768, -169.3452, 39.1465, -0.03044, -2.2779
0.36770, -169.3132, 39.1408, -0.03043, -2.2779
0.36772, -169.3145, 39.1441, -0.03042, -2.2779
0.36773, -169.3213, 39.1488, -0.03042, -2.2780
0.36775, -169.3010, 39.1445, -0.03041, -2.2780
0.36777, -169.2904, 39.1427, -0.03040, -2.2780
0.36778, -169.2863, 39.1425, -0.03039, -2.2781
0.36780, -169.2864, 39.1453, -0.03038, -2.2781
0.36782, -169.2753, 39.1445, -0.03038, -2.2781
0.36783, -169.2755, 39.1463, -0.03037, -2.2781
0.36785, -169.2652, 39.1458, -0.03036, -2.2782
0.36787, -169.2577, 39.1457, -0.03036, -2.2782
0.36788, -169.2725, 39.1525, -0.03035, -2.2782
0.36790, -169.2727, 39.1543, -0.03034, -2.2783
0.36791, -169.2478, 39.1502, -0.03033, -2.2783
0.36793, -169.2521, 39.1536, -0.03032, -2.2783
0.36795, -169.2539, 39.1550, -0.03031, -2.2783
0.36796, -169.2403, 39.1525, -0.03030, -2.2784
0.36798, -169.2406, 39.1540, -0.03029, -2.2784
0.36800, -169.2349, 39.1552, -0.03028, -2.2784
0.36801, -169.2693, 39.1675, -0.03027, -2.2785
0.36803, -169.2721, 39.1699, -0.03027, -2.2785
0.36805, -169.2548, 39.1679, -0.03025, -2.2785
0.36806, -169.2256, 39.1607, -0.03024, -2.2785
0.36808, -169.2077, 39.1579, -0.03023, -2.2786
0.36810, -169.2055, 39.1582, -0.03022, -2.2786
0.36811, -169.1751, 39.1517, -0.03022, -2.2786
0.36813, -169.1625, 39.1504, -0.03021, -2.2787
0.36815, -169.1635, 39.1522, -0.03021, -2.2787
0.36816, -169.1539, 39.1522, -0.03020, -2.2787
0.36818, -169.1758, 39.1601, -0.03020, -2.2787
0.36819, -169.1724, 39.1614, -0.03019, -2.2788
0.36821, -169.1749, 39.1658, -0.03018, -2.2788
0.36823, -169.1708, 39.1672, -0.03017, -2.2788
0.36824, -169.1591, 39.1659, -0.03016, -2.2789
0.36826, -169.1513, 39.1642, -0.03015, -2.2789
0.36828, -169.1228, 39.1577, -0.03014, -2.2789
0.36829, -169.1046, 39.1541, -0.03013, -2.2789
0.36831, -169.1166, 39.1590, -0.03012, -2.2790
0.36833, -169.1126, 39.1608, -0.03012, -2.2790
0.36834, -169.1118, 39.1635, -0.03012, -2.2790
0.36836, -169.1179, 39.1672, -0.03011, -2.2791
0.36838, -169.1022, 39.1648, -0.03010, -2.2791
0.36839, -169.0899, 39.1626, -0.03009, -2.2791
0.36841, -169.0955, 39.1666, -0.03008, -2.2791
0.36842, -169.1100, 39.1724, -0.03007, -2.2792
0.36844, -169.1172, 39.1757, -0.03006, -2.2792
0.36846, -169.1080, 39.1734, -0.03005, -2.2792
0.36847, -169.0982, 39.1725, -0.03004, -2.2793
0.36849, -169.1165, 39.1798, -0.03004, -2.2793
0.36851, -169.1115, 39.1808, -0.03003, -2.2793
0.36852, -169.1120, 39.1837, -0.03002, -2.2793
0.36854, -169.1147, 39.1872, -0.03001, -2.2794
0.36856, -169.1090, 39.1881, -0.03000, -2.2794
0.36857, -169.1129, 39.1912, -0.02998, -2.2794
0.36859, -169.1031, 39.1902, -0.02997, -2.2795
0.36860, -169.1152, 39.1957, -0.02996, -2.2795
0.36862, -169.0892, 39.1902, -0.02995, -2.2795
0.36864, -169.0894, 39.1908, -0.02994, -2.2795
0.36865, -169.0743, 39.1896, -0.02993, -2.2796
0.36867, -169.0585, 39.1873, -0.02992, -2.2796
0.36869, -169.0566, 39.1886, -0.02991, -2.2796
0.36870, -169.0896, 39.2011, -0.02990, -2.2796
0.36872, -169.0745, 39.1988, -0.02989, -2.2797
0.36874, -169.0518, 39.1923, -0.02988, -2.2797
0.36875, -169.0467, 39.1924, -0.02987, -2.2797
0.36877, -169.0425, 39.1937, -0.02986, -2.2798
0.36878, -169.0388, 39.1954, -0.02986, -2.2798
0.36880, -169.0494, 39.2009, -0.02985, -2.2798
0.36882, -169.0566, 39.2063, -0.02984, -2.2798
0.36883, -169.0496, 39.2050, -0.02983, -2.2799
0.36885, -169.0074, 39.1925, -0.02982, -2.2799
0.36887, -169.0026, 39.1919, -0.02981, -2.2799
0.36888, -169.0041, 39.1949, -0.02980, -2.2800
0.36890, -168.9647, 39.1851, -0.02980, -2.2800
0.36892, -168.9611, 39.1863, -0.02980, -2.2800
0.36893, -168.9387, 39.1822, -0.02980, -2.2800
0.36895, -168.9244, 39.1792, -0.02979, -2.2801
0.36897, -168.9293, 39.1840, -0.02979, -2.2801
0.36898, -168.9671, 39.1976, -0.02979, -2.2801
0.36900, -168.9563, 39.1962, -0.02978, -2.2802
0.36901, -168.9716, 39.2029, -0.02977, -2.2802
0.36903, -168.9551, 39.1991, -0.02976, -2.2802
0.36905, -168.9440, 39.1983, -0.02975, -2.2802
0.36906, -168.9493, 39.2023, -0.02974, -2.2803
0.36908, -168.9506, 39.2045, -0.02973, -2.2803
0.36910, -168.9523, 39.2067, -0.02971, -2.2803
0.36911, -168.9469, 39.2072, -0.02970, -2.2803
0.36913, -168.9387, 39.2068, -0.02969, -2.2804
0.36915, -168.9296, 39.2057, -0.02968, -2.2804
0.36916, -168.9198, 39.2042, -0.02968, -2.2804
0.36918, -168.8916, 39.1965, -0.02967, -2.2805
0.36919, -168.8965, 39.2004, -0.02966, -2.2805
0.36921, -168.8989, 39.2041, -0.02966, -2.2805
0.36923, -168.9111, 39.2096, -0.02965, -2.2805
0.36924, -168.9128, 39.2111, -0.02965, -2.2806
0.36926, -168.9140, 39.2139, -0.02964, -2.2806
0.36928, -168.9268, 39.2192, -0.02963, -2.2806
0.36929, -168.9235, 39.2201, -0.02962, -2.2807
0.36931, -168.9139, 39.2196, -0.02961, -2.2807
0.36933, -168.9091, 39.2201, -0.02959, -2.2807
0.36934, -168.9104, 39.2218, -0.02958, -2.2807
0.36936, -168.8770, 39.2140, -0.02957, -2.2808
0.36938, -168.8731, 39.2148, -0.02957, -2.2808
0.36939, -168.8780, 39.2186, -0.02956, -2.2808
0.36941, -168.8941, 39.2257, -0.02955, -2.2809
0.36943, -168.8740, 39.2234, 0.09710, -2.2808
0.36944, -168.8911, 39.2312, -0.16475, -2.2809
0.36946, -168.9028, 39.2356, 0.04731, -2.2809
0.36947, -168.7298, 39.1918, 0.61902, -2.2806
0.36949, -169.1337, 39.3035, -2.12441, -2.2813
0.36951, -168.4076, 39.1109, 3.11526, -2.2809
0.36952, -168.2349, 39.0582, 0.49935, -2.2792
0.36954, -170.4097, 39.6761, -15.56900, -2.2860
0.36955, -165.6334, 38.4700, 9.22096, -2.2873
0.36955, -167.5605, 38.6251, 30.81039, -2.2784
0.36956, -160.5302, 37.0862, -7.00577, -2.2758
0.36956, -166.3414, 38.9068, -48.96720, -2.2830
0.36956, -160.6595, 37.5275, -21.44045, -2.2876
0.36956, -155.8233, 35.9282, 19.23330, -2.2877
0.36957, -162.4463, 37.2189, 35.17007, -2.2843
0.36957, -163.2718, 37.5207, 4.98085, -2.2815
0.36957, -165.5607, 38.4808, -35.93774, -2.2840
0.36958, -168.1687, 39.2422, -23.23454, -2.2895
0.36958, -163.2302, 37.7275, 12.81156, -2.2902
0.36958, -166.4214, 38.1895, 32.87650, -2.2868
0.36958, -166.6444, 38.3245, 4.53758, -2.2837
0.36959, -168.0470, 39.0630, -38.07267, -2.2869
0.36959, -169.8037, 39.5975, -19.92200, -2.2929
0.36959, -164.2207, 37.8722, 16.78984, -2.2931
0.36960, -168.0415, 38.5284, 32.13911, -2.2894
0.36960, -167.2953, 38.4726, -0.59544, -2.2868
0.36960, -169.4207, 39.4054, -40.65733, -2.2908
0.36960, -169.9695, 39.5787, -18.68563, -2.2958
0.36961, -164.9570, 37.9808, 19.22101, -2.2958
0.36961, -169.2224, 38.7641, 32.49291, -2.2921
0.36961, -167.9469, 38.5960, -1.75189, -2.2896
0.36962, -170.2310, 39.5782, -41.33134, -2.2937
0.36962, -170.6960, 39.7221, -18.95285, -2.2986
0.36962, -165.9015, 38.1676, 19.04858, -2.2986
0.36962, -170.0410, 38.9272, 32.69492, -2.2949
0.36962, -168.7008, 38.7411, -0.92048, -2.2924
0.36963, -170.8339, 39.6845, -40.63549, -2.2963
0.36963, -171.5470, 39.9014, -19.09010, -2.3013
0.36963, -166.7089, 38.3371, 18.61311, -2.3013
0.36964, -170.6190, 39.0444, 32.47090, -2.2976
0.36964, -169.4027, 38.8760, -0.88974, -2.2951
0.36964, -171.3132, 39.7753, -40.55931, -2.2990
0.36965, -171.9902, 39.9893, -18.94532, -2.3040
0.36965, -167.4194, 38.4833, 18.52175, -2.3040
0.36965, -171.2204, 39.1664, 32.25735, -2.3004
0.36965, -169.7565, 38.9378, -0.94208, -2.2979
0.36966, -171.7348, 39.8560, -40.64666, -2.3019
0.36966, -175.0475, 40.8384, -47.05255, -2.3091
0.36966, -171.0301, 39.7266, -44.64898, -2.3129
0.36966, -172.1278, 39.8935, -40.59131, -2.3163
0.36966, -173.2995, 40.1229, -35.97903, -2.3195
0.36967, -174.2773, 40.3108, -31.19607, -2.3226
0.36967, -174.8661, 40.4055, -26.41420, -2.3255
0.36967, -175.5619, 40.5099, -21.77544, -2.3282
0.36967, -176.0249, 40.5750, -17.36389, -2.3307
0.36967, -176.1644, 40.5598, -13.28318, -2.3329
0.36968, -176.3909, 40.5728, -9.60453, -2.3348
0.36968, -176.6199, 40.5957, -6.39573, -2.3362
0.36968, -176.7865, 40.6146, -3.72091, -2.3373
0.36969, -176.8449, 40.6107, -1.63638, -2.3380
0.36969, -176.8385, 40.5979, -0.18255, -2.3382
0.36970, -176.7601, 40.5761, 0.61366, -2.3382
0.36971, -176.8940, 40.6148, 0.81430, -2.3379
0.36971, -176.9945, 40.6544, 0.57091, -2.3375
0.36972, -177.0475, 40.6849, 0.14491, -2.3374
0.36973, -177.1078, 40.7130, -0.19584, -2.3374
0.36974, -176.8906, 40.6654, -0.28724, -2.3375
0.36975, -176.6390, 40.6046, -0.18961, -2.3377
0.36976, -176.4749, 40.5645, -0.03796, -2.3377
0.36977, -176.3449, 40.5344, 0.06438, -2.3377
0.36978, -176.2941, 40.5243, 0.08614, -2.3377
0.36979, -176.1011, 40.4788, 0.04823, -2.3376
0.36980, -175.9260, 40.4387, -0.00313, -2.3376
0.36981, -175.7797, 40.4076, -0.03401, -2.3376
0.36982, -175.6489, 40.3798, -0.03613, -2.3376
0.36984, -175.5119, 40.3496, -0.02056, -2.3377
0.36984, -175.3621, 40.3169, -0.00337, -2.3377
0.36985, -175.2135, 40.2829, 0.00531, -2.3377
0.36987, -175.0636, 40.2499, 0.00433, -2.3377
0.36988, -174.9256, 40.2210, -0.00166, -2.3377
0.36989, -174.7734, 40.1871, -0.00723, -2.3377
0.36990, -174.6077, 40.1465, -0.00950, -2.3377
0.36991, -174.4758, 40.1174, -0.00862, -2.3377
0.36992, -174.3329, 40.0848, -0.00641, -2.3377
0.36993, -174.2156, 40.0589, -0.00465, -2.3377
0.36994, -174.0901, 40.0314, -0.00412, -2.3377
0.36995, -173.9877, 40.0093, -0.00458, -2.3377
0.36996, -173.8831, 39.9872, -0.00535, -2.3377
0.36997, -173.7723, 39.9628, -0.00588, -2.3377
0.36998, -173.6644, 39.9404, -0.00598, -2.3377
0.36999, -173.5579, 39.9178, -0.00577, -2.3377
0.37000, -173.4569, 39.8950, -0.00550, -2.3377
0.37001, -173.3732, 39.8758, -0.00533, -2.3377
0.37002, -173.2720, 39.8539, -0.00533, -2.3377
0.37003, -173.1965, 39.8381, -0.00541, -2.3377
0.37004, -173.1058, 39.8174, -0.00550, -2.3377
0.37005, -173.0195, 39.7996, -0.00554, -2.3377
0.37006, -172.9236, 39.7777, -0.00553, -2.3377
0.37007, -172.8391, 39.7589, -0.00549, -2.3377
0.37008, -172.7562, 39.7406, -0.00546, -2.3377
0.37010, -172.6767, 39.7229, -0.00545, -2.3377
0.37011, -172.6291, 39.7137, -0.00546, -2.3377
0.37012, -172.5703, 39.7023, -0.00547, -2.3377
0.37013, -172.4977, 39.6856, -0.00548, -2.3377
0.37014, -172.4050, 39.6630, -0.00548, -2.3377
0.37015, -172.2961, 39.6367, -0.00547, -2.3378
0.37016, -172.2308, 39.6213, -0.00547, -2.3378
0.37017, -172.1705, 39.6077, -0.00547, -2.3378
0.37018, -172.1139, 39.5964, -0.00548, -2.3378
0.37019, -172.0743, 39.5899, -0.00548, -2.3378
0.37021, -172.0296, 39.5812, -0.00548, -2.3378
0.37022, -171.9633, 39.5664, -0.00548, -2.3378
0.37023, -171.9101, 39.5548, -0.00547, -2.3378
0.37024, -171.8566, 39.5433, -0.00547, -2.3378
0.37025, -171.8068, 39.5328, -0.00547, -2.3378
0.37026, -171.7676, 39.5249, -0.00548, -2.3378
0.37027, -171.7010, 39.5098, -0.00548, -2.3378
0.37028, -171.6746, 39.5050, -0.00548, -2.3378
0.37030, -171.6111, 39.4907, -0.00548, -2.3378
0.37031, -171.5783, 39.4853, -0.00548, -2.3378
0.37032, -171.5276, 39.4740, -0.00548, -2.3378
0.37033, -171.4857, 39.4658, -0.00548, -2.3378
0.37034, -171.4460, 39.4568, -0.00548, -2.3378
0.37035, -171.3896, 39.4444, -0.00548, -2.3378
0.37036, -171.3561, 39.4380, -0.00548, -2.3378
0.37038, -171.3360, 39.4348, -0.00548, -2.3378
0.37039, -171.2745, 39.4222, -0.00548, -2.3378
0.37040, -171.2405, 39.4150, -0.00548, -2.3378
0.37041, -171.2156, 39.4105, -0.00548, -2.3378
0.37042, -171.1385, 39.3929, -0.00548, -2.3378
0.37043, -171.1025, 39.3850, -0.00548, -2.3378
0.37044, -171.0635, 39.3778, -0.00549, -2.3378
0.37045, -171.0251, 39.3689, -0.00549, -2.3378
0.37046, -171.0053, 39.3659, -0.00549, -2.3378
0.37048, -170.9387, 39.3487, -0.00549, -2.3379
0.37049, -170.8940, 39.3396, -0.00549, -2.3379
0.37050, -170.8679, 39.3359, -0.00550, -2.3379
0.37051, -170.8245, 39.3278, -0.00550, -2.3379
0.37052, -170.7961, 39.3231, -0.00550, -2.3379
0.37053, -170.7796, 39.3202, -0.00550, -2.3379
0.37054, -170.7312, 39.3081, -0.00550, -2.3379
0.37055, -170.6959, 39.3005, -0.00550, -2.3379
0.37056, -170.6655, 39.2950, -0.00550, -2.3379
0.37058, -170.6341, 39.2902, -0.00551, -2.3379
0.37059, -170.6269, 39.2906, -0.00551, -2.3379
0.37060, -170.5825, 39.2815, -0.00551, -2.3379
0.37061, -170.5618, 39.2787, -0.00550, -2.3379
0.37062, -170.5536, 39.2803, -0.00550, -2.3379
0.37063, -170.5339, 39.2780, -0.00550, -2.3379
0.37064, -170.4662, 39.2595, -0.00550, -2.3379
0.37066, -170.4333, 39.2531, -0.00550, -2.3379
0.37067, -170.4253, 39.2538, -0.00551, -2.3379
0.37068, -170.3795, 39.2429, -0.00551, -2.3379
