Time[s], HydroForceZ[N], HydroMomentY[Nm], OmegaY[rad/s], Pitch[deg]
0.24404, -251.9003, 51.7579, -0.02468, -2.0124
0.24406, -251.9027, 51.7609, -0.02467, -2.0124
0.24408, -251.9138, 51.7669, -0.02466, -2.0124
0.24410, -251.9526, 51.7769, -0.02465, -2.0125
0.24412, -251.9173, 51.7699, -0.02463, -2.0125
0.24414, -251.9680, 51.7840, -0.02462, -2.0125
0.24416, -251.9656, 51.7850, -0.02460, -2.0125
0.24419, -251.9387, 51.7779, -0.02459, -2.0126
0.24421, -251.9332, 51.7789, -0.02458, -2.0126
0.24423, -251.9703, 51.7886, -0.02457, -2.0126
0.24425, -252.0009, 51.7986, -0.02456, -2.0127
0.24427, -252.0229, 51.8055, -0.02455, -2.0127
0.24429, -251.9602, 51.7936, -0.02454, -2.0127
0.24431, -251.9661, 51.7967, -0.02452, -2.0128
0.24433, -251.8596, 51.7714, -0.02451, -2.0128
0.24436, -251.8857, 51.7786, -0.02450, -2.0128
0.24438, -251.8701, 51.7771, -0.02449, -2.0129
0.24440, -251.8829, 51.7805, -0.02448, -2.0129
0.24442, -251.9086, 51.7902, -0.02448, -2.0129
0.24444, -251.9072, 51.7911, -0.02447, -2.0129
0.24446, -251.8829, 51.7875, -0.02446, -2.0130
0.24448, -251.8803, 51.7875, -0.02445, -2.0130
0.24451, -251.8862, 51.7907, -0.02443, -2.0130
0.24453, -251.9207, 51.8004, -0.02443, -2.0131
0.24455, -251.9334, 51.8060, -0.02441, -2.0131
0.24457, -251.9572, 51.8121, -0.02440, -2.0131
0.24459, -251.9461, 51.8108, -0.02439, -2.0131
0.24461, -251.9608, 51.8164, -0.02438, -2.0132
0.24463, -251.9349, 51.8117, -0.02437, -2.0132
0.24466, -251.9352, 51.8139, -0.02436, -2.0132
0.24468, -251.9224, 51.8130, -0.02434, -2.0133
0.24470, -251.9517, 51.8216, -0.02433, -2.0133
0.24472, -251.9580, 51.8251, -0.02432, -2.0133
0.24474, -251.9516, 51.8247, -0.02431, -2.0134
0.24476, -251.9116, 51.8177, -0.02429, -2.0134
0.24478, -251.9183, 51.8200, -0.02428, -2.0134
0.24480, -251.9041, 51.8196, -0.02427, -2.0134
0.24483, -251.8507, 51.8083, -0.02426, -2.0135
0.24485, -251.7970, 51.7968, -0.02425, -2.0135
0.24487, -251.7752, 51.7923, -0.02424, -2.0135
0.24489, -251.7667, 51.7928, -0.02424, -2.0136
0.24491, -251.7856, 51.7992, -0.02424, -2.0136
0.24493, -251.7584, 51.7942, -0.02423, -2.0136
0.24496, -251.8333, 51.8148, -0.02422, -2.0137
0.24498, -251.8418, 51.8191, -0.02421, -2.0137
0.24500, -251.8668, 51.8246, -0.02420, -2.0137
0.24502, -251.8666, 51.8265, -0.02419, -2.0137
0.24504, -251.8623, 51.8266, -0.02418, -2.0138
0.24506, -251.8520, 51.8270, -0.02417, -2.0138
0.24508, -251.8705, 51.8334, -0.02416, -2.0138
0.24510, -251.8624, 51.8354, -0.02415, -2.0139
0.24513, -251.8167, 51.8238, -0.02413, -2.0139
0.24515, -251.7697, 51.8131, -0.02412, -2.0139
0.24517, -251.8128, 51.8246, -0.02411, -2.0140
0.24519, -251.8405, 51.8327, -0.02411, -2.0140
0.24521, -251.8316, 51.8316, -0.02410, -2.0140
0.24523, -251.7986, 51.8259, -0.02409, -2.0140
0.24526, -251.7270, 51.8100, -0.02409, -2.0141
0.24528, -251.7305, 51.8143, -0.02408, -2.0141
0.24530, -251.7959, 51.8323, -0.02407, -2.0141
0.24532, -251.7807, 51.8311, -0.02406, -2.0142
0.24534, -251.7597, 51.8281, -0.02405, -2.0142
0.24536, -251.7385, 51.8263, -0.02404, -2.0142
0.24538, -251.7708, 51.8344, -0.02402, -2.0142
0.24541, -251.6866, 51.8168, -0.02401, -2.0143
